Sample	Project	Status	Disease	V_region	Platform	Region
SRR3210059	SRP071254	disease	caries	v4	miseq	Plaque
SRR3210060	SRP071254	disease	caries	v4	miseq	Plaque
SRR3210061	SRP071254	disease	caries	v4	miseq	Plaque
ERR494350	ERP005509	disease	perid	v3	miseq	Supra
ERR494353	ERP005509	disease	perid	v3	miseq	Supra
ERR494356	ERP005509	disease	perid	v3	miseq	Supra
ERR494359	ERP005509	disease	perid	v3	miseq	Supra
ERR494362	ERP005509	disease	perid	v3	miseq	Supra
ERR494365	ERP005509	disease	perid	v3	miseq	Supra
ERR494368	ERP005509	disease	perid	v3	miseq	Supra
ERR494371	ERP005509	disease	perid	v3	miseq	Supra
ERR494374	ERP005509	disease	perid	v3	miseq	Supra
ERR494377	ERP005509	disease	perid	v3	miseq	Supra
ERR494380	ERP005509	disease	perid	v3	miseq	Supra
ERR494383	ERP005509	disease	perid	v3	miseq	Supra
ERR494386	ERP005509	disease	perid	v3	miseq	Supra
ERR494349	ERP005509	disease	perid	v3	miseq	Subg
ERR494352	ERP005509	disease	perid	v3	miseq	Subg
ERR494355	ERP005509	disease	perid	v3	miseq	Subg
ERR494358	ERP005509	disease	perid	v3	miseq	Subg
ERR494361	ERP005509	disease	perid	v3	miseq	Subg
ERR494364	ERP005509	disease	perid	v3	miseq	Subg
ERR494367	ERP005509	disease	perid	v3	miseq	Subg
ERR494370	ERP005509	disease	perid	v3	miseq	Subg
ERR494373	ERP005509	disease	perid	v3	miseq	Subg
ERR494376	ERP005509	disease	perid	v3	miseq	Subg
ERR494379	ERP005509	disease	perid	v3	miseq	Subg
ERR494382	ERP005509	disease	perid	v3	miseq	Subg
ERR494385	ERP005509	disease	perid	v3	miseq	Subg
SRR5178070	SRP077982	disease	perid	v4	miseq	Subg
SRR5178071	SRP077982	disease	perid	v4	miseq	Subg
SRR5178072	SRP077982	disease	perid	v4	miseq	Subg
SRR5178073	SRP077982	disease	perid	v4	miseq	Subg
SRR5178074	SRP077982	disease	perid	v4	miseq	Subg
SRR5178075	SRP077982	disease	perid	v4	miseq	Subg
SRR5178076	SRP077982	disease	perid	v4	miseq	Subg
SRR5178077	SRP077982	disease	perid	v4	miseq	Subg
SRR5178078	SRP077982	disease	perid	v4	miseq	Subg
SRR5178079	SRP077982	disease	perid	v4	miseq	Subg
SRR5178080	SRP077982	disease	perid	v4	miseq	Subg
SRR5178081	SRP077982	disease	perid	v4	miseq	Subg
SRR5178082	SRP077982	disease	perid	v4	miseq	Subg
SRR5178083	SRP077982	disease	perid	v4	miseq	Subg
SRR5178084	SRP077982	disease	perid	v4	miseq	Subg
SRR5178085	SRP077982	disease	perid	v4	miseq	Subg
SRR5178086	SRP077982	disease	perid	v4	miseq	Subg
SRR5178087	SRP077982	disease	perid	v4	miseq	Subg
SRR5178088	SRP077982	disease	perid	v4	miseq	Subg
SRR5178089	SRP077982	disease	perid	v4	miseq	Subg
SRR5178090	SRP077982	disease	perid	v4	miseq	Subg
SRR5178091	SRP077982	disease	perid	v4	miseq	Subg
SRR5178092	SRP077982	disease	perid	v4	miseq	Subg
SRR5178093	SRP077982	disease	perid	v4	miseq	Subg
SRR5178094	SRP077982	disease	perid	v4	miseq	Subg
SRR5178095	SRP077982	disease	perid	v4	miseq	Subg
SRR5178096	SRP077982	disease	perid	v4	miseq	Subg
SRR5178097	SRP077982	disease	perid	v4	miseq	Subg
SRR5178098	SRP077982	disease	perid	v4	miseq	Subg
SRR5178099	SRP077982	disease	perid	v4	miseq	Subg
SRR5178100	SRP077982	disease	perid	v4	miseq	Subg
SRR5178101	SRP077982	disease	perid	v4	miseq	Subg
SRR5178102	SRP077982	disease	perid	v4	miseq	Subg
SRR5178103	SRP077982	disease	perid	v4	miseq	Subg
SRR5178104	SRP077982	disease	perid	v4	miseq	Subg
SRR5178105	SRP077982	disease	perid	v4	miseq	Subg
SRR5178107	SRP077982	disease	perid	v4	miseq	Subg
SRR5178108	SRP077982	disease	perid	v4	miseq	Subg
SRR5178109	SRP077982	disease	perid	v4	miseq	Subg
SRR5178110	SRP077982	disease	perid	v4	miseq	Subg
SRR5178111	SRP077982	disease	perid	v4	miseq	Subg
SRR5178112	SRP077982	disease	perid	v4	miseq	Subg
SRR5178113	SRP077982	disease	perid	v4	miseq	Subg
SRR5178114	SRP077982	disease	perid	v4	miseq	Subg
SRR5178115	SRP077982	disease	perid	v4	miseq	Subg
SRR5178116	SRP077982	disease	perid	v4	miseq	Subg
SRR5178117	SRP077982	disease	perid	v4	miseq	Subg
SRR5178118	SRP077982	disease	perid	v4	miseq	Subg
SRR5178119	SRP077982	disease	perid	v4	miseq	Subg
SRR5178120	SRP077982	disease	perid	v4	miseq	Subg
SRR5178121	SRP077982	disease	perid	v4	miseq	Subg
SRR5178122	SRP077982	disease	perid	v4	miseq	Subg
SRR5178123	SRP077982	disease	perid	v4	miseq	Subg
SRR5178124	SRP077982	disease	perid	v4	miseq	Subg
SRR5178125	SRP077982	disease	perid	v4	miseq	Subg
SRR5178126	SRP077982	disease	perid	v4	miseq	Subg
SRR5178127	SRP077982	disease	perid	v4	miseq	Subg
SRR5178128	SRP077982	disease	perid	v4	miseq	Subg
SRR5178129	SRP077982	disease	perid	v4	miseq	Subg
SRR5178130	SRP077982	disease	perid	v4	miseq	Subg
SRR5178131	SRP077982	disease	perid	v4	miseq	Subg
SRR5178132	SRP077982	disease	perid	v4	miseq	Subg
SRR5178133	SRP077982	disease	perid	v4	miseq	Subg
SRR5178134	SRP077982	disease	perid	v4	miseq	Subg
SRR5178135	SRP077982	disease	perid	v4	miseq	Subg
SRR5178136	SRP077982	disease	perid	v4	miseq	Subg
SRR5178137	SRP077982	disease	perid	v4	miseq	Subg
SRR5178138	SRP077982	disease	perid	v4	miseq	Subg
SRR5178139	SRP077982	disease	perid	v4	miseq	Subg
SRR5178140	SRP077982	disease	perid	v4	miseq	Subg
SRR5178141	SRP077982	disease	perid	v4	miseq	Subg
SRR5178142	SRP077982	disease	perid	v4	miseq	Subg
SRR5178143	SRP077982	disease	perid	v4	miseq	Subg
SRR5178144	SRP077982	disease	perid	v4	miseq	Subg
SRR5178145	SRP077982	disease	perid	v4	miseq	Subg
SRR5178146	SRP077982	disease	perid	v4	miseq	Subg
SRR5178147	SRP077982	disease	perid	v4	miseq	Subg
SRR5178148	SRP077982	disease	perid	v4	miseq	Subg
SRR5178149	SRP077982	disease	perid	v4	miseq	Subg
SRR5178150	SRP077982	disease	perid	v4	miseq	Subg
SRR6239859	SRP123221	disease	perid	v3_v4	miseq	Subg
SRR6239860	SRP123221	disease	perid	v3_v4	miseq	Subg
SRR6239861	SRP123221	disease	perid	v3_v4	miseq	Subg
SRR6239862	SRP123221	disease	perid	v3_v4	miseq	Subg
SRR6239863	SRP123221	disease	perid	v3_v4	miseq	Subg
SRR6239864	SRP123221	disease	perid	v3_v4	miseq	Subg
SRR6239865	SRP123221	disease	perid	v3_v4	miseq	Subg
SRR6239866	SRP123221	disease	perid	v3_v4	miseq	Subg
SRR6239867	SRP123221	disease	perid	v3_v4	miseq	Subg
SRR6239868	SRP123221	disease	perid	v3_v4	miseq	Subg
SRR6239869	SRP123221	disease	perid	v3_v4	miseq	Subg
SRR6239870	SRP123221	disease	perid	v3_v4	miseq	Subg
SRR6239871	SRP123221	disease	perid	v3_v4	miseq	Subg
SRR6239872	SRP123221	disease	perid	v3_v4	miseq	Subg
SRR6239873	SRP123221	disease	perid	v3_v4	miseq	Subg
SRR6239874	SRP123221	disease	perid	v3_v4	miseq	Subg
SRR6239875	SRP123221	disease	perid	v3_v4	miseq	Subg
SRR6239876	SRP123221	disease	perid	v3_v4	miseq	Subg
SRR6239877	SRP123221	disease	perid	v3_v4	miseq	Subg
SRR6239878	SRP123221	disease	perid	v3_v4	miseq	Subg
SRR6239879	SRP123221	disease	perid	v3_v4	miseq	Subg
SRR6239880	SRP123221	disease	perid	v3_v4	miseq	Subg
SRR6239881	SRP123221	disease	perid	v3_v4	miseq	Subg
SRR6239882	SRP123221	disease	perid	v3_v4	miseq	Subg
SRR6239883	SRP123221	disease	perid	v3_v4	miseq	Subg
SRR6239884	SRP123221	disease	perid	v3_v4	miseq	Subg
SRR6239885	SRP123221	disease	perid	v3_v4	miseq	Subg
SRR6239886	SRP123221	disease	perid	v3_v4	miseq	Subg
SRR6239887	SRP123221	disease	perid	v3_v4	miseq	Subg
SRR6239888	SRP123221	disease	perid	v3_v4	miseq	Subg
SRR6239889	SRP123221	disease	perid	v3_v4	miseq	Subg
SRR6239890	SRP123221	disease	perid	v3_v4	miseq	Subg
SRR6239891	SRP123221	disease	perid	v3_v4	miseq	Subg
SRR6239892	SRP123221	disease	perid	v3_v4	miseq	Subg
SRR6239893	SRP123221	disease	perid	v3_v4	miseq	Subg
SRR6239894	SRP123221	disease	perid	v3_v4	miseq	Subg
SRR6239895	SRP123221	disease	perid	v3_v4	miseq	Subg
SRR6239896	SRP123221	disease	perid	v3_v4	miseq	Subg
SRR6239897	SRP123221	disease	perid	v3_v4	miseq	Subg
SRR6239898	SRP123221	disease	perid	v3_v4	miseq	Subg
SRR6239899	SRP123221	disease	perid	v3_v4	miseq	Subg
SRR6239900	SRP123221	disease	perid	v3_v4	miseq	Subg
SRR6239901	SRP123221	disease	perid	v3_v4	miseq	Subg
SRR6239902	SRP123221	disease	perid	v3_v4	miseq	Subg
SRR6239903	SRP123221	disease	perid	v3_v4	miseq	Subg
SRR6239904	SRP123221	disease	perid	v3_v4	miseq	Subg
SRR6239905	SRP123221	disease	perid	v3_v4	miseq	Subg
SRR6239906	SRP123221	disease	perid	v3_v4	miseq	Subg
SRR6239907	SRP123221	disease	perid	v3_v4	miseq	Subg
SRR6239908	SRP123221	disease	perid	v3_v4	miseq	Subg
SRR6239909	SRP123221	disease	perid	v3_v4	miseq	Subg
SRR6239910	SRP123221	disease	perid	v3_v4	miseq	Subg
SRR6239911	SRP123221	disease	perid	v3_v4	miseq	Subg
SRR6239912	SRP123221	disease	perid	v3_v4	miseq	Subg
SRR6239913	SRP123221	disease	perid	v3_v4	miseq	Subg
SRR6239914	SRP123221	disease	perid	v3_v4	miseq	Subg
SRR6239915	SRP123221	disease	perid	v3_v4	miseq	Subg
SRR6239916	SRP123221	disease	perid	v3_v4	miseq	Subg
SRR6239917	SRP123221	disease	perid	v3_v4	miseq	Subg
SRR6239918	SRP123221	disease	perid	v3_v4	miseq	Subg
SRR6239919	SRP123221	disease	perid	v3_v4	miseq	Subg
SRR6239920	SRP123221	disease	perid	v3_v4	miseq	Subg
SRR6239921	SRP123221	disease	perid	v3_v4	miseq	Subg
SRR6239922	SRP123221	disease	perid	v3_v4	miseq	Subg
SRR6239923	SRP123221	disease	perid	v3_v4	miseq	Subg
SRR6239924	SRP123221	disease	perid	v3_v4	miseq	Subg
SRR6239925	SRP123221	disease	perid	v3_v4	miseq	Subg
SRR5724716	SRP110002	disease	perid	v1_v3	hiseq	Subg
SRR5724717	SRP110002	disease	perid	v1_v3	hiseq	Subg
SRR5724718	SRP110002	disease	perid	v1_v3	hiseq	Subg
SRR5724719	SRP110002	disease	perid	v1_v3	hiseq	Subg
SRR5724720	SRP110002	disease	perid	v1_v3	hiseq	Subg
SRR5724721	SRP110002	disease	perid	v1_v3	hiseq	Subg
SRR5724722	SRP110002	disease	perid	v1_v3	hiseq	Subg
SRR5724723	SRP110002	disease	perid	v1_v3	hiseq	Subg
SRR5724724	SRP110002	disease	perid	v1_v3	hiseq	Subg
SRR5724725	SRP110002	disease	perid	v1_v3	hiseq	Subg
SRR5724726	SRP110002	disease	perid	v1_v3	hiseq	Subg
SRR5724727	SRP110002	disease	perid	v1_v3	hiseq	Subg
SRR5724728	SRP110002	disease	perid	v1_v3	hiseq	Subg
SRR5724729	SRP110002	disease	perid	v1_v3	hiseq	Subg
SRR5724730	SRP110002	disease	perid	v1_v3	hiseq	Subg
SRR5724731	SRP110002	disease	perid	v1_v3	hiseq	Subg
SRR5724732	SRP110002	disease	perid	v1_v3	hiseq	Subg
SRR5724733	SRP110002	disease	perid	v1_v3	hiseq	Subg
SRR5724734	SRP110002	disease	perid	v1_v3	hiseq	Subg
SRR5724735	SRP110002	disease	perid	v1_v3	hiseq	Subg
SRR5724736	SRP110002	disease	perid	v1_v3	hiseq	Subg
ERR2624743	ERP109049	healthy	health	v4_v6	miseq	Supra
ERR2624744	ERP109049	healthy	health	v4_v6	miseq	Supra
ERR2624745	ERP109049	healthy	health	v4_v6	miseq	Supra
ERR2624746	ERP109049	healthy	health	v4_v6	miseq	Supra
ERR2624747	ERP109049	healthy	health	v4_v6	miseq	Supra
ERR2624748	ERP109049	healthy	health	v4_v6	miseq	Supra
ERR2624749	ERP109049	healthy	health	v4_v6	miseq	Supra
ERR2624750	ERP109049	healthy	health	v4_v6	miseq	Supra
ERR2624751	ERP109049	healthy	health	v4_v6	miseq	Supra
ERR2624752	ERP109049	healthy	health	v4_v6	miseq	Supra
ERR2624753	ERP109049	healthy	health	v4_v6	miseq	Supra
ERR2624754	ERP109049	healthy	health	v4_v6	miseq	Supra
ERR2624755	ERP109049	healthy	health	v4_v6	miseq	Supra
ERR2624756	ERP109049	healthy	health	v4_v6	miseq	Supra
ERR2624757	ERP109049	healthy	health	v4_v6	miseq	Supra
ERR2624758	ERP109049	healthy	health	v4_v6	miseq	Supra
ERR2624759	ERP109049	healthy	health	v4_v6	miseq	Supra
ERR2624760	ERP109049	healthy	health	v4_v6	miseq	Supra
ERR2624761	ERP109049	healthy	health	v4_v6	miseq	Supra
ERR2624762	ERP109049	healthy	health	v4_v6	miseq	Supra
ERR2624763	ERP109049	healthy	health	v4_v6	miseq	Supra
ERR2624764	ERP109049	healthy	health	v4_v6	miseq	Supra
ERR2624765	ERP109049	healthy	health	v4_v6	miseq	Supra
ERR2624766	ERP109049	healthy	health	v4_v6	miseq	Supra
ERR2624767	ERP109049	healthy	health	v4_v6	miseq	Supra
ERR2624768	ERP109049	healthy	health	v4_v6	miseq	Supra
ERR2624769	ERP109049	healthy	health	v4_v6	miseq	Supra
ERR2624770	ERP109049	healthy	health	v4_v6	miseq	Supra
ERR2624771	ERP109049	healthy	health	v4_v6	miseq	Supra
ERR2624772	ERP109049	healthy	health	v4_v6	miseq	Supra
ERR2624773	ERP109049	healthy	health	v4_v6	miseq	Supra
ERR2624774	ERP109049	healthy	health	v4_v6	miseq	Supra
ERR2624775	ERP109049	healthy	health	v4_v6	miseq	Supra
ERR2624776	ERP109049	healthy	health	v4_v6	miseq	Supra
ERR2624777	ERP109049	healthy	health	v4_v6	miseq	Supra
ERR2624778	ERP109049	healthy	health	v4_v6	miseq	Supra
ERR2624779	ERP109049	healthy	health	v4_v6	miseq	Supra
ERR2624780	ERP109049	healthy	health	v4_v6	miseq	Supra
ERR2624781	ERP109049	healthy	health	v4_v6	miseq	Supra
ERR2624782	ERP109049	healthy	health	v4_v6	miseq	Supra
ERR2624783	ERP109049	healthy	health	v4_v6	miseq	Supra
ERR2624784	ERP109049	healthy	health	v4_v6	miseq	Supra
ERR2624785	ERP109049	healthy	health	v4_v6	miseq	Supra
ERR2624786	ERP109049	healthy	health	v4_v6	miseq	Supra
ERR2624787	ERP109049	healthy	health	v4_v6	miseq	Supra
ERR2624788	ERP109049	healthy	health	v4_v6	miseq	Supra
ERR2624789	ERP109049	healthy	health	v4_v6	miseq	Supra
ERR2624790	ERP109049	healthy	health	v4_v6	miseq	Supra
ERR2624791	ERP109049	healthy	health	v4_v6	miseq	Supra
ERR2624792	ERP109049	healthy	health	v4_v6	miseq	Supra
ERR2624793	ERP109049	healthy	health	v4_v6	miseq	Supra
ERR2624794	ERP109049	healthy	health	v4_v6	miseq	Supra
ERR2624795	ERP109049	healthy	health	v4_v6	miseq	Supra
ERR2624796	ERP109049	healthy	health	v4_v6	miseq	Supra
ERR2624797	ERP109049	healthy	health	v4_v6	miseq	Supra
ERR2624798	ERP109049	healthy	health	v4_v6	miseq	Supra
ERR2624799	ERP109049	healthy	health	v4_v6	miseq	Supra
ERR2624800	ERP109049	healthy	health	v4_v6	miseq	Supra
ERR2624801	ERP109049	healthy	health	v4_v6	miseq	Supra
ERR2624802	ERP109049	healthy	health	v4_v6	miseq	Supra
SRR1175848	SRP038908	healthy	health	v3	miseq	Plaque
SRR1175849	SRP038908	healthy	health	v3	miseq	Plaque
SRR1175851	SRP038908	healthy	health	v3	miseq	Plaque
SRR1175852	SRP038908	healthy	health	v3	miseq	Plaque
SRR1175840	SRP038908	disease	caries	v3	miseq	Plaque
SRR1175842	SRP038908	disease	caries	v3	miseq	Plaque
SRR1175843	SRP038908	disease	caries	v3	miseq	Plaque
SRR1175844	SRP038908	disease	caries	v3	miseq	Plaque
SRR1175845	SRP038908	disease	caries	v3	miseq	Plaque
SRR1175846	SRP038908	disease	caries	v3	miseq	Plaque
SRR1175847	SRP038908	disease	caries	v3	miseq	Plaque
SRR1745926	SRP051741	disease	perid	v1_v3	454	Subg
SRR1745927	SRP051741	disease	perid	v1_v3	454	Subg
